name,algoritmo,modelo,modalidad,n,k,target_cardinality,cardinality_pred,Execution_Time,ARI,AMI,NMI,Silhouette_mean,Error_Card_Pct
dermamnist,K-MedoidsSC,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,9.82076080000843,-0.0558370747800798,0.0038249604926512,0.0121785227645478,-0.1149197542042723,0.0
lfw,K-MedoidsSC,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,38.310974899999565,0.0283316240921638,0.044965225069881,0.1223711890601483,-0.1958192842128327,0.0
bloodmnist,K-MedoidsSC,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,24.314416299996083,0.0163896960424276,0.0237269048264276,0.0272369600954165,-0.1732124568998235,0.0
stl10,K-MedoidsSC,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,67.3648886999872,0.0105956047205522,0.0218122751717274,0.0252674460084943,-0.0837601248529697,0.0
pathmnist,K-MedoidsSC,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,121.98300719998952,0.0186771319385055,0.0263703818374926,0.0284322361493981,-0.0725755643554541,0.0
oxfordpet,K-MedoidsSC,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,542.6553375000076,0.002592055451829,0.0133488953752836,0.0384952422379999,-0.1046341418955871,0.0
organcmnist,K-MedoidsSC,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,181.3494586999877,0.0075141783142748,0.0241036457692632,0.0267097073161907,-0.2143513972803759,0.0
organsmnist,K-MedoidsSC,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,279.76861559999816,0.0006040081056097,0.0177056803931901,0.0201973177096412,-0.2433871850420854,0.0
usps,K-MedoidsSC,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,269.4549985000049,0.0396387741074101,0.0650571152697844,0.0668567009527439,-0.095731422174382,0.0
cifar100,K-MedoidsSC,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,519.2193453000073,0.0141799136509143,0.0435862386367648,0.0493940461881301,-0.1217705551502298,0.0
cifar10,K-MedoidsSC,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,312.9322933999938,0.0093158506506506,0.0168884080842988,0.0186211123501288,-0.0790100567386714,0.0
fashionmnist,K-MedoidsSC,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,2509.831591000009,0.0152689867867867,0.0300765443946327,0.0317860049715151,-0.0913396179722349,0.0
mnist,K-MedoidsSC,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,367.1323859999975,0.0157121914991269,0.0297686654752921,0.0314799840147242,-0.1248929429850639,0.0
orl,MILP-KM,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,1.9250283000001216,0.2690683760683761,0.4057222202625505,0.6509846262174656,0.1372792947678246,0.0
semeion,MILP-KM,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,6.545939899995574,0.0772771656097515,0.1351930935927172,0.1448700713235954,0.1259964719601365,0.0
retinamnist,MILP-KM,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,5.57687900000019,0.0032734904643961,0.018479362338032,0.022009414112446,0.0983162837844318,0.0
digits,MILP-KM,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,12.14501089999976,0.1256140655359732,0.1905160046768705,0.1985330543730447,0.1647941287140563,0.0
dermamnist,MILP-KM,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,10.345337599996128,0.1024103557137929,0.0230844992582804,0.0312765580292599,0.099597533970349,0.0
lfw,MILP-KM,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,75.16865830001188,0.0804720781386661,0.2390786647592326,0.3007516540798389,0.0447124011575154,0.0
bloodmnist,MILP-KM,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,23.41402559999551,0.032669814847393,0.0494094950330125,0.0528272120909807,0.0641983377729377,0.0
stl10,MILP-KM,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,53.02271950000432,0.6602870610554442,0.7216194426990178,0.7226027431010731,0.2563851782287267,0.0
pathmnist,MILP-KM,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,89.096080599993,0.02510457194093,0.0521738196762016,0.0541810300777564,0.1661475720757058,0.0
oxfordpet,MILP-KM,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,556.7308559999947,0.212562548775415,0.434842125572121,0.4492460581030276,0.0892951003073762,0.0
organcmnist,MILP-KM,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,146.27799190000223,0.0658745766812654,0.1352636840161127,0.1375729006163671,0.1659719859443313,0.0
organsmnist,MILP-KM,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,150.18554179999046,0.1189225997395048,0.1424131366341454,0.1445884474225819,0.1268853719715063,0.0
usps,MILP-KM,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,151.62040739999793,0.2029356226845732,0.3326523203494231,0.3339368366011319,0.1628089001041551,0.0
cifar100,MILP-KM,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,562.7796533000073,0.2882682655901286,0.4601241727642808,0.463402560249787,0.1027837045718883,0.0
cifar10,MILP-KM,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,191.459033200008,0.5804719425425425,0.6538785678426774,0.6544885963347894,0.2012311197612498,0.0
fashionmnist,MILP-KM,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,2385.771359599996,-4.613153153153153e-05,-9.159181721815792e-05,0.001671039181757,-0.0164975746622987,0.0
mnist,MILP-KM,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,168.0712160999974,0.1193196839890424,0.1799781366641021,0.1814245119434099,0.1643379838775288,0.0
orl,K-MeansPSO,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.849377500009723,0.1485726495726495,0.2756059573647567,0.574568213423901,-0.2237570041526029,0.0
semeion,K-MeansPSO,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,11.343828299999586,0.001989153298832,0.0039048429312509,0.015050904070881,-0.087956275429236,0.0
retinamnist,K-MeansPSO,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,13.52324399999634,-0.0017463712293708,0.0010744332988441,0.0046670821275439,-0.0247414522682019,0.0
digits,K-MeansPSO,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,15.413978699987638,0.002333725478205,0.0044465070162956,0.0143063706758163,-0.1104439806783741,0.0
dermamnist,K-MeansPSO,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,29.16622830000415,0.015439132625995,-0.0019061439225541,0.0064954773105896,0.0039302215222641,0.0
lfw,K-MeansPSO,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,26.17326559999492,0.0055511406537547,0.0013770751436585,0.0823158767354031,-0.1128588541073434,0.0
bloodmnist,K-MeansPSO,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,51.20036380000238,-0.0001543270857988,-0.0001442139929914,0.0034516665914783,-0.0623731451793462,0.0
stl10,K-MeansPSO,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,113.1643643999996,0.0010397340458695,0.0020015630902525,0.0055267096514148,-0.0421802934739785,0.0
pathmnist,K-MeansPSO,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,219.57232810001005,-0.0008946102026812,-0.0004564122172782,0.0016622531652486,-0.0468252199968359,0.0
oxfordpet,K-MeansPSO,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,171.8562444999989,0.0730038132994659,0.2739822028751525,0.2924859021761843,-0.1011672858581925,0.0
organcmnist,K-MeansPSO,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,292.1588120000088,0.0006791241926922,0.0002099077777141,0.0028797758462278,-0.0759085474272264,0.0
organsmnist,K-MeansPSO,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,358.17483660001017,0.0011108010853597,-0.0004436223206901,0.0020940515848023,-0.055858990699911,0.0
usps,K-MeansPSO,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,361.7435884000006,0.0006133407885076,0.0010638660112647,0.0029866264218494,-0.0542578568803303,0.0
cifar100,K-MeansPSO,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,454.8680795999972,-0.0001034562583533,-0.0003068944704468,0.005767453442644,-0.0306511041019682,0.0
cifar10,K-MeansPSO,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,455.3828947000002,0.0005083675675675,0.0010151701918845,0.0027758505564961,-0.0341732185530753,0.0
fashionmnist,K-MeansPSO,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,2632.939736100001,0.0002321189189189,0.0004417240911659,0.0022034151370807,-0.0344125672270357,0.0
mnist,K-MeansPSO,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,453.36461950000376,0.0001094041541662,0.0001887297597666,0.0019522221371113,-0.039713635743111,0.0
orl,SCK,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.534321799990721,0.2196196581196581,0.3503876428105597,0.6184869981872918,0.0660805989927406,0.0
semeion,SCK,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,0.6964718999952311,0.0883986579546276,0.1407574767566646,0.1503721904011154,0.0655827194164978,0.0
retinamnist,SCK,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,0.5664643999916734,0.0146663276721939,0.0229125713248902,0.0264266790053648,0.0415867478521914,0.0
digits,SCK,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,1.4739096999983303,0.0991296756761318,0.1685074161622317,0.1767424367495957,0.0515330684094382,0.0
dermamnist,SCK,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,1.3077054000023054,0.0835519880667175,0.0203194315178098,0.0285346771431472,0.0442614287608128,0.0
lfw,SCK,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,11.057068900001468,0.0529848832460402,0.1962304074672065,0.2613762657848973,-0.0578781160534164,0.0
bloodmnist,SCK,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,2.7476796000119066,0.0394229875826325,0.0586716437451923,0.0620560600248742,-0.0216367456629355,0.0
stl10,SCK,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,6.929915300002904,0.4027416087285682,0.5052175679956045,0.5069652466734433,0.1295497405275975,0.0
pathmnist,SCK,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,11.289549799999804,0.0316327253462483,0.0591523194868058,0.0611447515274144,0.06904182027916,0.0
oxfordpet,SCK,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,71.64801430000807,0.1499488542039721,0.3483566381398787,0.3649647886110161,0.0311856328993868,0.0
organcmnist,SCK,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,16.78082610000274,0.0669869888068818,0.1294787415133037,0.1318034063895378,0.0970964925987473,0.0
organsmnist,SCK,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,18.15356399999291,0.1262077783018303,0.1496185482843312,0.1517755821956753,0.0838039370782618,0.0
usps,SCK,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,18.389470399997663,0.1962052451716535,0.3121540766146591,0.3134780480529395,0.1055927155630412,0.0
cifar100,SCK,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,45.255598100004136,0.151151712668551,0.3257150003929195,0.329809585467593,0.0063813498287943,0.0
cifar10,SCK,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,22.51371509999444,0.2997147913913914,0.4338303765761294,0.4348282333095429,0.0777007306066937,0.0
fashionmnist,SCK,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,23.81618490000256,0.2547505417417417,0.3626698071750101,0.3637930822466612,0.1303668090484294,0.0
mnist,SCK,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,12.037655899999663,0.1409038945863004,0.2101896510661761,0.2115827385131281,0.0828525816922972,0.0
orl,K-MeansACO,InternVL2,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,12.241519499992137,0.6612478632478632,0.7526961041501065,0.8547600724932701,0.2482456983461561,0.0
semeion,K-MeansACO,InternVL2,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,59.6311207000108,0.232925224745168,0.3281287809391729,0.3356468555251866,0.1109350964777138,0.0
retinamnist,K-MeansACO,InternVL2,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,58.80382279999321,0.0993712528207021,0.0619887962475363,0.0653623657754416,0.0745357863416848,0.0
digits,K-MeansACO,InternVL2,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,67.63328189999447,0.3773678988590137,0.4536937224474796,0.459104285969149,0.149954683002866,0.0
dermamnist,K-MeansACO,InternVL2,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,81.26885100000072,0.0878669198957975,0.0418553477074535,0.0498900009571161,-0.0735498487100781,0.0
lfw,K-MeansACO,InternVL2,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,114.02134189999197,0.1087817089275024,0.3408805086204263,0.3943024163396963,-0.0557603620526816,0.0
bloodmnist,K-MeansACO,InternVL2,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,167.46743950000382,0.1912568675456042,0.2807309375199012,0.2833169702345794,0.0284495677358145,0.0
stl10,K-MeansACO,InternVL2,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,303.04657200000656,0.6566823490536629,0.7351325109894873,0.7360680803085538,0.1459519654022578,0.0
pathmnist,K-MeansACO,InternVL2,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,561.9718013999955,0.2875688558583227,0.4310339012307969,0.4322388000775363,0.0837283950597765,0.0
oxfordpet,K-MeansACO,InternVL2,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,638.0073460999993,0.1000664316612791,0.2807603586477017,0.2990913060455054,0.0218760625569252,0.0
organcmnist,K-MeansACO,InternVL2,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,696.0090468999988,0.0942132537236244,0.1893281653498483,0.1914930066122427,0.0395884241849007,0.0
organsmnist,K-MeansACO,InternVL2,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,798.5674299999955,0.0797226697846479,0.165999289634414,0.1681147729986315,0.0523639742905764,0.0
usps,K-MeansACO,InternVL2,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,863.4360099000041,0.4866986800700436,0.6125829533181437,0.613328656806485,0.2033193491748918,0.0
cifar100,K-MeansACO,InternVL2,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,1084.3364013999962,0.2462816150094481,0.386573627288655,0.3902986493069094,0.0481833610637943,0.0
cifar10,K-MeansACO,InternVL2,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,994.9362961000006,0.4273289889889889,0.5310879672987008,0.531914410487899,0.1038886212832878,0.0
